rank,player_id,name,elo,hard,clay,grass,updated
349,,Julie Belgraver,1397.4,1341.9,1370.1,1373.7,2026-09-21
350,,Sijia Wei,1396.9,1396.0,1281.2,1347.8,2026-09-21
351,,Justina Mikulskyte,1396.9,1373.8,1359.6,1332.8,2026-09-21
352,,Anastasia Zolotareva,1396.8,1341.2,1381.9,1373.4,2026-09-21
353,,Lisa Zaar,1395.0,1328.0,1358.2,1372.5,2026-09-21
354,,Daria Khomutsianskaya,1393.4,1378.8,1311.7,1371.7,2026-09-21
355,,Kathinka Von Deichmann,1392.9,1404.4,1345.9,1350.4,2026-09-21
356,,Mina Hodzic,1392.4,1383.2,1360.7,1353.2,2026-09-21
357,,Amarissa Kiara Toth,1390.4,1364.2,1369.1,1370.2,2026-09-21
358,,Kyoka Okamura,1390.0,1345.1,1299.9,1458.2,2026-09-21
359,,Margaux Rouvroy,1387.5,1343.3,1370.9,1368.7,2026-09-21
360,,Amandine Monnot,1387.0,1417.2,1312.3,1368.5,2026-09-21
361,,Eryn Cayetano,1385.7,1373.7,1261.3,1367.9,2026-09-21
362,,Yelyzaveta Kotliar,1385.7,1307.8,1367.8,1367.8,2026-09-21
363,,Yuki Naito,1383.3,1386.3,1271.9,1336.1,2026-09-21
364,,Hiromi Abe,1380.7,1360.8,1305.3,1365.3,2026-09-21
365,,Maria Sara Popa,1380.6,1257.9,1356.9,1365.3,2026-09-21
366,,Yuriko Miyazaki,1380.2,1366.4,1252.5,1337.6,2026-09-21
367,,Caroline Uebelhoer,1380.0,1314.7,1367.9,1372.3,2026-09-21
368,,Ena Koike,1379.3,1358.5,1288.9,1364.6,2026-09-21
369,,Anna Kubareva,1375.8,1364.7,1275.2,1362.9,2026-09-21
370,,Zhibek Kulambayeva,1375.3,1236.6,1373.4,1362.6,2026-09-21
371,,Gabriela Lee,1374.6,1280.0,1378.8,1295.0,2026-09-21
372,,Miriam Bianca Bulgaru,1373.6,1289.6,1341.2,1324.2,2026-09-21
373,,Martina Capurro Taborda,1373.5,1283.7,1368.1,1393.8,2026-09-21
374,,Yidi Yang,1372.0,1367.9,1284.6,1361.0,2026-09-21
375,,Sofya Lansere,1371.3,1395.5,1308.6,1360.6,2026-09-21
376,,Deborah Chiesa,1371.0,1280.3,1361.3,1331.6,2026-09-21
377,,Alice Rame,1370.3,1189.0,1376.3,1329.6,2026-09-21
378,,Xinxin Yao,1370.2,1400.0,1278.2,1360.1,2026-09-21
379,,Misaki Matsuda,1369.1,1350.7,1356.0,1359.5,2026-09-21
380,,Ella Mcdonald,1368.6,1249.9,1286.8,1385.4,2026-09-21
381,,Petra Sedlackova,1367.8,1298.9,1339.8,1358.9,2026-09-21
382,,Eunhye Lee,1367.7,1353.7,1298.9,1358.9,2026-09-21
383,,Miriana Tona,1366.5,1334.2,1339.2,1358.2,2026-09-21
384,,Hibah Shaikh,1366.2,1364.8,1316.1,1358.1,2026-09-21
385,,Katerina Tsygourova,1365.7,1284.1,1351.8,1357.8,2026-09-21
386,,Varvara Panshina,1364.3,1306.5,1399.4,1357.1,2026-09-21
387,,Viola Turini,1364.1,1299.0,1360.4,1357.1,2026-09-21
388,,Carol Zhao,1363.8,1381.8,1282.0,1334.9,2026-09-21
389,,Rasheeda Mcadoo,1362.2,1301.0,1313.1,1356.1,2026-09-21
390,,Jia Jing Lu,1361.6,1331.0,1331.4,1271.4,2026-09-21
391,,Natsumi Kawaguchi,1359.8,1342.2,1294.9,1324.4,2026-09-21
392,,Tessa Johanna Brockmann,1359.0,1319.2,1314.6,1360.4,2026-09-21
393,,Iva Primorac,1358.6,1245.9,1368.2,1354.3,2026-09-21
394,,Mingge Xu,1358.5,1330.7,1294.2,1297.8,2026-09-21
395,,Yufei Ren,1357.8,1310.1,1367.1,1353.9,2026-09-21
396,,Weronika Falkowska,1356.3,1390.2,1271.2,1353.1,2026-09-21
397,,Hanna Chang,1355.0,1322.6,1377.2,1304.4,2026-09-21
398,,Isabella Shinikova,1354.7,1409.7,1230.6,1275.2,2026-09-21
399,,Dalila Jakupovic,1354.1,1354.7,1316.8,1313.5,2026-09-21
400,,Esther Adeshina,1353.1,1290.0,1291.6,1360.0,2026-09-21
401,,Ranah Akua Stoiber,1350.0,1325.2,1287.9,1321.0,2026-09-21
402,,Kira Pavlova,1349.6,1329.3,1289.8,1349.8,2026-09-21
403,,Madison Sieg,1349.1,1308.2,1336.1,1349.5,2026-09-21
404,,Sohyun Park,1347.2,1359.1,1297.6,1423.6,2026-09-21
405,,Dalila Spiteri,1346.9,1273.6,1333.5,1348.4,2026-09-21
406,,Ayano Shimizu,1346.8,1314.7,1231.7,1358.5,2026-09-21
407,,Julia Stusek,1346.5,1300.1,1302.5,1314.7,2026-09-21
408,,Valeria Savinykh,1344.2,1318.9,1247.5,1314.8,2026-09-21
409,,Ekaterina Maklakova,1343.3,1318.3,1309.9,1346.6,2026-09-21
410,,Haley Giavara,1341.6,1322.1,1252.3,1356.0,2026-09-21
411,,Victoria Rodriguez,1341.4,1323.8,1290.0,1345.7,2026-09-21
412,,Viktoria Morvayova,1341.1,1332.3,1264.1,1377.6,2026-09-21
413,,Anastasia Tikhonova,1341.1,1318.2,1288.2,1422.1,2026-09-21
414,,Amelia Rajecki,1340.8,1245.8,1285.4,1279.9,2026-09-21
415,,Kristiana Sidorova,1339.9,1338.3,1260.4,1344.9,2026-09-21
416,,Rina Saigo,1338.9,1328.0,1245.5,1341.0,2026-09-21
417,,Saki Imamura,1338.0,1318.1,1284.0,1336.0,2026-09-21
418,,Zuzanna Pawlikowska,1335.6,1337.2,1284.3,1342.8,2026-09-21
419,,Manon Leonard,1335.4,1338.9,1168.9,1265.9,2026-09-21
420,,Hina Inoue,1335.4,1317.6,1211.5,1337.4,2026-09-21
421,,Lina Glushko,1334.3,1324.7,1299.0,1396.6,2026-09-21
422,,Weronika Ewald,1333.3,1272.7,1365.5,1341.6,2026-09-21
423,,Alina Granwehr,1331.3,1280.7,1311.7,1340.7,2026-09-21
424,,Katarina Kuzmova,1331.2,1326.0,1189.1,1340.6,2026-09-21
425,,Dalayna Hewitt,1331.1,1316.8,1218.7,1340.5,2026-09-21
426,,Anastasia Abbagnato,1330.6,1284.1,1323.3,1340.3,2026-09-21
427,,Denisa Zoldakova,1326.8,1272.3,1312.2,1338.4,2026-09-21
428,,Georgia Pedone,1326.8,1176.1,1323.1,1330.7,2026-09-21
429,,Sofia Johnson,1326.4,1297.8,1254.9,1327.4,2026-09-21
430,,Carlota Martinez Cirez,1323.3,1219.8,1304.3,1317.7,2026-09-21
431,,Jana Kolodynska,1322.7,1318.7,1201.2,1297.5,2026-09-21
432,,Gergana Topalova,1322.3,1172.7,1310.1,1326.0,2026-09-21
433,,Wushuang Zheng,1319.7,1308.2,1245.9,1334.9,2026-09-21
434,,Cagla Buyukakcay,1318.2,1315.8,1297.6,1223.4,2026-09-21
435,,Carolyn Ansari,1318.1,1312.1,1263.9,1313.3,2026-09-21
436,,Gabriela Ce,1316.2,1250.4,1296.5,1306.2,2026-09-21
437,,Sahaja Yamalapalli,1315.6,1298.5,1238.7,1315.7,2026-09-21
438,,Anouck Vrancken Peeters,1314.1,1350.2,1285.4,1257.4,2026-09-21
439,,Momoko Kobori,1313.9,1306.3,1180.1,1306.0,2026-09-21
440,,Julie Pastikova,1310.9,1258.3,1302.9,1330.5,2026-09-21
441,,Valentina Steiner,1310.1,1276.9,1303.4,1330.0,2026-09-21
442,,Ekaterina Kazionova,1309.6,1292.4,1279.0,1308.9,2026-09-21
443,,Emily Appleton,1308.9,1272.2,1235.0,1296.7,2026-09-21
444,,Diletta Cherubini,1308.9,1239.5,1280.4,1329.5,2026-09-21
445,,Priska Madelyn Nugroho,1307.9,1295.4,1335.1,1404.0,2026-09-21
446,,Ekaterina Ovcharenko,1307.5,1264.4,1301.0,1328.7,2026-09-21
447,,Victoria Allen,1306.9,1286.2,1268.5,1248.9,2026-09-21
448,,Raluka Serban,1305.7,1340.0,1280.8,1335.7,2026-09-21
449,,Dayeon Back,1305.3,1260.9,1286.8,1327.7,2026-09-21
450,,Lia Karatancheva,1304.7,1228.1,1292.7,1327.3,2026-09-21
451,,Tena Lukas,1304.4,1278.8,1281.4,1305.4,2026-09-21
452,,Beatrise Zeltina,1304.1,1229.0,1308.5,1327.1,2026-09-21
453,,Ana Sofia Sanchez,1301.3,1268.3,1306.6,1299.7,2026-09-21
454,,Radka Zelnickova,1297.0,1285.3,1236.7,1323.5,2026-09-21
455,,Maria Kozyreva,1296.0,1307.6,1248.8,1265.9,2026-09-21
456,,Meiqi Guo,1295.7,1251.4,1274.5,1322.8,2026-09-21
457,,Denislava Glushkova,1292.9,1396.5,1272.7,1396.5,2026-09-21
458,,Ariana Arseneault,1291.8,1278.4,1231.4,1303.4,2026-09-21
459,,Georgina Garcia Perez,1291.7,1259.5,1316.7,1288.1,2026-09-21
460,,Diana Martynov,1290.8,1266.3,1259.1,1320.4,2026-09-21
461,,Cristina Diaz Adrover,1290.4,1217.7,1289.0,1320.2,2026-09-21
462,,Ruth Roura Llaverias,1288.8,1215.2,1280.5,1319.4,2026-09-21
463,,Tatiana Pieri,1287.4,1266.4,1263.3,1318.7,2026-09-21
464,,Alessandra Mazzola,1287.2,1258.6,1272.1,1318.6,2026-09-21
465,,Sofia Elena Cabezas Dominguez,1283.1,1302.3,1197.0,1316.5,2026-09-21
466,,Antonia Vergara Rivera,1279.5,1235.2,1270.4,1314.7,2026-09-21
467,,Elina Nepliy,1278.8,1251.7,1298.0,1314.4,2026-09-21
468,,Aneta Laboutkova,1278.4,1213.3,1251.8,1314.2,2026-09-21
469,,Lucia Cortez Llorca,1278.2,1164.2,1320.7,1314.1,2026-09-21
470,,Andreea Prisacariu,1275.9,1241.0,1252.4,1313.0,2026-09-21
471,,Tiphanie Fiquet,1275.6,1254.0,1272.3,1312.8,2026-09-21
472,,Jessica Pieri,1275.4,1246.6,1266.8,1302.2,2026-09-21
473,,Carla Markus,1275.1,1252.6,1265.2,1312.6,2026-09-21
474,,Indianna Spink,1273.2,1264.7,1251.6,1285.3,2026-09-21
475,,Yasmine Mansouri,1270.1,1287.5,1137.4,1310.1,2026-09-21
476,,Francesca Pace,1269.6,1262.8,1244.9,1309.8,2026-09-21
477,,Briana Szabo,1266.0,1238.3,1280.2,1383.0,2026-09-21
478,,Anna Sinclair Rogers,1265.3,1235.0,1240.6,1323.2,2026-09-21
479,,Pia Lovric,1265.0,1269.9,1261.2,1382.5,2026-09-21
480,,Urszula Radwanska,1264.1,1236.0,1319.8,1304.3,2026-09-21
481,,Jiaqi Wang,1261.6,1246.8,1228.3,1305.8,2026-09-21
482,,Ankita Raina,1261.5,1233.0,1317.2,1267.4,2026-09-21
483,,Carolina Alves,1260.6,1253.4,1248.0,1256.7,2026-09-21
484,,Yujia Huang,1258.3,1300.0,1140.7,1304.2,2026-09-21
485,,Dasha Plekhanova,1257.6,1234.6,1204.6,1303.8,2026-09-21
486,,Alana Smith,1256.3,1258.9,1160.1,1273.8,2026-09-21
487,,Maria Florencia Urrutia,1254.8,1218.2,1262.0,1302.4,2026-09-21
488,,Peangtarn Plipuech,1254.6,1255.0,1175.7,1277.6,2026-09-21
489,,Martina Colmegna,1253.8,1241.9,1241.6,1301.9,2026-09-21
490,,Victoria Bosio,1249.3,1236.8,1218.2,1299.6,2026-09-21
491,,Ying Zhang,1248.0,1238.2,1194.5,1299.0,2026-09-21
492,,Eri Shimizu,1245.0,1225.9,1237.5,1303.6,2026-09-21
493,,Astrid Lew Yan Foon,1243.8,1249.6,1214.2,1296.9,2026-09-21
494,,Vaishnavi Adkar,1241.0,1227.2,1235.5,1295.5,2026-09-21
495,,Laura Hietaranta,1240.3,1223.1,1208.8,1295.1,2026-09-21
496,,Mell Elizabeth Reasco Gonzalez,1237.7,1321.1,1196.2,1368.8,2026-09-21
497,,Celia Cervino Ruiz,1236.8,1232.9,1190.0,1293.4,2026-09-21
498,,Ruien Zhang,1235.9,1226.6,1232.9,1292.9,2026-09-21
499,,Nina Vargova,1235.1,1208.6,1213.2,1292.6,2026-09-21
500,,Laura Mair,1233.8,1210.9,1230.1,1291.9,2026-09-21
501,,Maria Martinez Vaquero,1222.9,1247.7,1139.8,1286.5,2026-09-21
502,,Jasmijn Gimbrere,1222.6,1218.7,1201.5,1242.8,2026-09-21
503,,Ksenia Zaytseva,1222.1,1247.0,1188.1,1286.1,2026-09-21
504,,Isabella Maria Serban,1219.4,1223.4,1196.9,1284.7,2026-09-21
505,,Martina Okalova,1213.6,1222.4,1187.8,1281.8,2026-09-21
506,,Nicole Fossa Huergo,1209.6,1198.5,1176.4,1279.8,2026-09-21
507,,Gabriella Da Silva Fick,1209.0,1199.6,1189.9,1279.5,2026-09-21
508,,Chelsea Fontenel,1206.4,1235.9,1152.3,1278.2,2026-09-21
509,,Jana Otzipka,1206.2,1241.8,1162.5,1278.1,2026-09-21
510,,Sara Cakarevic,1202.3,1184.5,1210.4,1276.2,2026-09-21
511,,Ana Candiotto,1201.0,1185.2,1190.4,1275.5,2026-09-21
512,,Nika Radisic,1196.0,1192.7,1199.2,1348.0,2026-09-21
513,,Victoria Hu,1194.8,1191.9,1164.4,1272.4,2026-09-21
514,,Gina Marie Dittmann,1190.4,1176.9,1184.9,1270.2,2026-09-21
515,,Ikumi Yamazaki,1189.0,1188.8,1215.3,1269.5,2026-09-21
516,,Stephanie Judith Visscher,1182.0,1173.9,1140.4,1266.0,2026-09-21
517,,Yaroslava Bartashevich,1181.5,1132.5,1167.1,1265.8,2026-09-21
518,,Valeriya Strakhova,1173.2,1105.6,1185.3,1261.6,2026-09-21
519,,Mayuka Aikawa,1167.6,1127.3,1176.9,1258.8,2026-09-21
520,,Kristina Novak,1163.6,1190.5,1103.3,1256.8,2026-09-21
521,,Sofia Shapatava,1163.2,1165.2,1155.5,1227.0,2026-09-21
522,,Chengyiyi Yuan,1152.4,1070.0,1237.1,1251.2,2026-09-21
523,,Nadiia Kolb,1150.7,1134.4,1147.6,1250.3,2026-09-21
524,,Adrienn Nagy,1142.1,1190.9,1127.0,1321.1,2026-09-21
525,,Ekaterina Yashina,1135.0,1131.2,1103.3,1202.7,2026-09-21
526,,Julia Adams,1131.6,1148.9,1119.0,1240.8,2026-09-21
527,,Ana Grubor,1127.8,1137.6,1114.8,1238.9,2026-09-21
528,,Sapfo Sakellaridi,1119.6,1069.8,1123.8,1234.8,2026-09-21
529,,Alba Rey Garcia,1089.1,1086.3,1097.3,1219.6,2026-09-21
530,,Chenting Zhu,1082.0,1064.4,1125.5,1216.0,2026-09-21
531,,Amy Zhu,1050.8,1060.2,1084.7,1200.4,2026-09-21
